,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass Types Live,Pass Types Dead,Pass Types FK,Pass Types TB,Pass Types Sw,Pass Types Crs,Pass Types TI,Pass Types CK,Corner Kicks In,Corner Kicks Out,Corner Kicks Str,Outcomes Cmp,Outcomes Off,Outcomes Blocks,SCA SCA,SCA SCA90,SCA Types PassLive,SCA Types PassDead,SCA Types TO,SCA Types Sh,SCA Types Fld,SCA Types Def,GCA GCA,GCA GCA90,GCA Types PassLive,GCA Types PassDead,GCA Types TO,GCA Types Sh,GCA Types Fld,GCA Types Def,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,Performance CrdY,Performance CrdR,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%
325,1736,Brian Oliván,es ESP,DF,Espanyol,es La Liga,30-284,1994.0,14.0,9.0,819.0,9.1,0.0,5.0,1.0,20.0,0.55,0.11,0.0,0.0,24.2,1.0,0.0,0.0,0.2,0.2,0.04,-0.2,-0.2,250.0,367.0,68.1,4437.0,2111.0,116.0,125.0,92.8,102.0,148.0,68.9,28.0,73.0,38.4,1.0,1.0,0.7,0.0,12.0,33.0,9.0,7.0,30.0,367.0,284.0,82.0,10.0,0.0,2.0,44.0,63.0,9.0,1.0,6.0,0.0,250.0,1.0,11.0,18.0,1.94,12.0,6.0,0.0,0.0,0.0,0.0,1.0,0.11,0.0,1.0,0.0,0.0,0.0,0.0,12.0,9.0,6.0,6.0,0.0,4.0,12.0,33.3,8.0,6.0,2.0,4.0,7.0,19.0,19.0,0.0,438.0,21.0,130.0,186.0,123.0,6.0,438.0,3.0,1.0,33.3,2.0,66.7,192.0,865.0,551.0,16.0,7.0,0.0,8.0,1.0,235.0,44.0,1.0,0.0,0.0,13.0,5.0,3.0,44.0,7.0,9.0,0.0,0.0,0.0,21.0,2.0,9.0,18.2
326,1696,Brooke Norton-Cuffy,eng ENG,"DF,MF",Genoa,it Serie A,20-364,2004.0,6.0,1.0,151.0,1.7,0.0,2.0,1.0,50.0,1.19,0.6,0.0,0.0,21.9,0.0,0.0,0.0,0.1,0.1,0.06,-0.1,-0.1,45.0,59.0,76.3,723.0,278.0,22.0,28.0,78.6,20.0,25.0,80.0,2.0,3.0,66.7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,59.0,45.0,14.0,2.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,45.0,0.0,2.0,4.0,2.38,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,2.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,2.0,2.0,7.0,1.0,0.0,77.0,3.0,27.0,40.0,11.0,1.0,77.0,2.0,0.0,0.0,2.0,100.0,28.0,232.0,95.0,2.0,2.0,0.0,3.0,1.0,34.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,8.0,2.0,3.0,40.0
327,776,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,30-124,1994.0,19.0,19.0,1565.0,17.4,4.0,51.0,12.0,23.5,2.93,0.69,0.04,0.17,20.8,6.0,2.0,2.0,6.3,4.7,0.09,-2.3,-2.7,785.0,1044.0,75.2,13285.0,4616.0,404.0,462.0,87.4,274.0,345.0,79.4,82.0,165.0,49.7,6.0,4.5,3.6,1.5,43.0,91.0,32.0,6.0,135.0,1044.0,939.0,98.0,35.0,11.0,9.0,82.0,11.0,39.0,18.0,7.0,3.0,785.0,7.0,29.0,91.0,5.23,66.0,14.0,3.0,3.0,4.0,1.0,8.0,0.46,7.0,1.0,0.0,0.0,0.0,0.0,42.0,25.0,8.0,24.0,10.0,14.0,42.0,33.3,28.0,17.0,2.0,15.0,14.0,56.0,20.0,1.0,1259.0,28.0,167.0,592.0,513.0,48.0,1257.0,38.0,15.0,39.5,19.0,50.0,740.0,3481.0,1781.0,41.0,32.0,8.0,25.0,22.0,911.0,87.0,3.0,2.0,1.0,17.0,24.0,2.0,82.0,14.0,25.0,0.0,0.0,0.0,100.0,12.0,17.0,41.4
328,946,Bruno Guimarães,br BRA,MF,Newcastle Utd,eng Premier League,27-055,1997.0,20.0,20.0,1744.0,19.4,1.0,24.0,5.0,20.8,1.24,0.26,0.04,0.2,18.9,0.0,0.0,0.0,2.0,2.0,0.08,-1.0,-1.0,816.0,984.0,82.9,13702.0,4540.0,396.0,444.0,89.2,329.0,369.0,89.2,67.0,113.0,59.3,5.0,3.9,2.2,1.1,26.0,100.0,33.0,3.0,145.0,984.0,927.0,54.0,52.0,13.0,7.0,13.0,1.0,1.0,0.0,0.0,0.0,816.0,3.0,21.0,67.0,3.46,60.0,1.0,2.0,0.0,3.0,1.0,12.0,0.62,11.0,1.0,0.0,0.0,0.0,0.0,44.0,28.0,21.0,17.0,6.0,20.0,36.0,55.6,16.0,16.0,6.0,10.0,18.0,62.0,15.0,2.0,1207.0,42.0,263.0,645.0,313.0,30.0,1207.0,51.0,23.0,45.1,16.0,31.4,834.0,4562.0,1937.0,27.0,27.0,3.0,27.0,51.0,908.0,40.0,3.0,0.0,0.0,33.0,68.0,0.0,13.0,18.0,28.0,0.0,0.0,0.0,101.0,9.0,7.0,56.3
329,542,Bryan Cristante,it ITA,MF,Roma,it Serie A,29-313,1995.0,14.0,12.0,999.0,11.1,1.0,13.0,2.0,15.4,1.17,0.18,0.08,0.5,15.1,0.0,0.0,0.0,0.8,0.8,0.06,0.2,0.2,572.0,681.0,84.0,10128.0,2584.0,229.0,261.0,87.7,292.0,323.0,90.4,44.0,67.0,65.7,0.0,0.3,0.5,-0.3,6.0,63.0,6.0,0.0,71.0,681.0,663.0,12.0,12.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,572.0,6.0,10.0,22.0,1.98,19.0,0.0,0.0,2.0,1.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,23.0,17.0,7.0,13.0,3.0,9.0,16.0,56.3,7.0,12.0,7.0,5.0,11.0,34.0,20.0,0.0,783.0,29.0,120.0,548.0,116.0,19.0,783.0,4.0,2.0,50.0,1.0,25.0,437.0,2517.0,1328.0,15.0,16.0,2.0,12.0,5.0,559.0,14.0,4.0,0.0,0.0,17.0,7.0,0.0,2.0,11.0,17.0,0.0,0.0,0.0,53.0,25.0,23.0,52.1
330,868,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,23-334,2001.0,16.0,13.0,1054.0,11.7,2.0,23.0,9.0,39.1,1.96,0.77,0.09,0.22,19.5,0.0,0.0,0.0,1.8,1.8,0.08,0.2,0.2,422.0,507.0,83.2,5958.0,1187.0,256.0,286.0,89.5,140.0,156.0,89.7,13.0,32.0,40.6,3.0,2.8,2.7,0.2,17.0,20.0,21.0,5.0,47.0,507.0,487.0,17.0,0.0,0.0,0.0,47.0,7.0,10.0,5.0,3.0,0.0,422.0,3.0,15.0,39.0,3.33,28.0,2.0,5.0,0.0,3.0,1.0,5.0,0.43,5.0,0.0,0.0,0.0,0.0,0.0,21.0,13.0,7.0,7.0,7.0,10.0,18.0,55.6,8.0,16.0,0.0,16.0,5.0,26.0,6.0,1.0,671.0,6.0,72.0,221.0,386.0,59.0,671.0,61.0,24.0,39.3,29.0,47.5,456.0,2921.0,1332.0,44.0,20.0,24.0,33.0,27.0,521.0,139.0,2.0,0.0,0.0,14.0,24.0,2.0,47.0,5.0,13.0,0.0,0.0,0.0,48.0,0.0,3.0,0.0
331,1497,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,25-156,1999.0,20.0,20.0,1794.0,19.9,13.0,32.0,17.0,53.1,1.61,0.85,0.31,0.59,18.0,2.0,3.0,3.0,6.3,3.9,0.12,6.7,6.1,492.0,708.0,69.5,7850.0,2378.0,267.0,325.0,82.2,180.0,237.0,75.9,36.0,97.0,37.1,3.0,4.4,4.6,-1.4,37.0,31.0,35.0,9.0,81.0,708.0,625.0,81.0,20.0,10.0,3.0,98.0,11.0,45.0,35.0,2.0,0.0,492.0,2.0,28.0,76.0,3.81,56.0,11.0,6.0,1.0,2.0,0.0,10.0,0.5,8.0,0.0,2.0,0.0,0.0,0.0,28.0,17.0,11.0,9.0,8.0,11.0,15.0,73.3,4.0,15.0,3.0,12.0,8.0,36.0,29.0,0.0,951.0,32.0,153.0,308.0,507.0,67.0,948.0,58.0,26.0,44.8,25.0,43.1,564.0,3533.0,1759.0,63.0,38.0,34.0,57.0,25.0,632.0,195.0,2.0,0.0,0.0,14.0,22.0,9.0,98.0,8.0,17.0,0.0,0.0,0.0,88.0,20.0,48.0,29.4
332,2502,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,es La Liga,23-260,2001.0,15.0,13.0,1051.0,11.7,1.0,18.0,7.0,38.9,1.54,0.6,0.06,0.14,19.2,0.0,0.0,0.0,1.8,1.8,0.1,-0.8,-0.8,156.0,265.0,58.9,2908.0,864.0,64.0,94.0,68.1,63.0,96.0,65.6,24.0,52.0,46.2,5.0,1.9,3.3,3.1,20.0,10.0,18.0,11.0,26.0,265.0,236.0,27.0,6.0,3.0,2.0,47.0,9.0,10.0,4.0,0.0,0.0,156.0,2.0,10.0,39.0,3.34,25.0,2.0,8.0,1.0,3.0,0.0,7.0,0.6,5.0,0.0,1.0,1.0,0.0,0.0,11.0,8.0,8.0,2.0,1.0,4.0,16.0,25.0,12.0,7.0,0.0,7.0,0.0,11.0,8.0,0.0,393.0,4.0,48.0,125.0,232.0,47.0,393.0,73.0,33.0,45.2,37.0,50.7,264.0,2566.0,1516.0,61.0,38.0,30.0,25.0,7.0,282.0,83.0,3.0,0.0,0.0,8.0,19.0,4.0,47.0,0.0,8.0,0.0,0.0,0.0,30.0,0.0,7.0,0.0
333,2032,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,23-127,2001.0,16.0,16.0,1268.0,14.1,5.0,45.0,17.0,37.8,3.19,1.21,0.09,0.24,15.9,0.0,1.0,1.0,4.2,3.4,0.08,0.8,0.6,406.0,546.0,74.4,6315.0,1918.0,238.0,265.0,89.8,119.0,163.0,73.0,36.0,77.0,46.8,10.0,5.8,5.6,4.2,42.0,11.0,28.0,9.0,53.0,546.0,476.0,67.0,7.0,4.0,2.0,99.0,10.0,50.0,47.0,0.0,2.0,406.0,3.0,18.0,89.0,6.32,52.0,17.0,9.0,8.0,3.0,0.0,21.0,1.49,12.0,5.0,2.0,1.0,1.0,0.0,22.0,13.0,5.0,10.0,7.0,9.0,19.0,47.4,10.0,16.0,0.0,16.0,2.0,24.0,7.0,0.0,733.0,6.0,40.0,163.0,536.0,115.0,732.0,73.0,33.0,45.2,29.0,39.7,463.0,3196.0,1846.0,72.0,19.0,37.0,24.0,35.0,526.0,195.0,3.0,0.0,0.0,13.0,32.0,3.0,99.0,2.0,13.0,1.0,0.0,0.0,56.0,8.0,16.0,33.3
334,2137,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,27-163,1997.0,10.0,8.0,682.0,7.6,0.0,2.0,1.0,50.0,0.26,0.13,0.0,0.0,17.2,1.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,418.0,534.0,78.3,6299.0,2124.0,249.0,276.0,90.2,142.0,175.0,81.1,22.0,62.0,35.5,1.0,2.0,2.0,-1.0,17.0,34.0,12.0,3.0,39.0,534.0,420.0,112.0,24.0,2.0,1.0,48.0,66.0,22.0,12.0,7.0,0.0,418.0,2.0,10.0,26.0,3.43,18.0,7.0,1.0,0.0,0.0,0.0,2.0,0.26,1.0,1.0,0.0,0.0,0.0,0.0,14.0,11.0,7.0,6.0,1.0,7.0,13.0,53.8,6.0,8.0,1.0,7.0,4.0,18.0,17.0,0.0,588.0,19.0,126.0,263.0,211.0,14.0,588.0,9.0,8.0,88.9,1.0,11.1,317.0,1499.0,842.0,17.0,22.0,2.0,10.0,1.0,354.0,55.0,1.0,0.0,0.0,8.0,5.0,1.0,48.0,4.0,11.0,0.0,0.0,0.0,33.0,4.0,7.0,36.4
335,722,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30-293,1994.0,6.0,2.0,259.0,2.9,1.0,10.0,4.0,40.0,3.47,1.39,0.1,0.25,11.9,0.0,0.0,0.0,1.4,1.4,0.14,-0.4,-0.4,28.0,34.0,82.4,422.0,81.0,15.0,18.0,83.3,11.0,12.0,91.7,1.0,1.0,100.0,0.0,0.2,0.0,-0.2,3.0,4.0,0.0,0.0,3.0,34.0,29.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,1.0,1.0,3.0,1.04,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,70.0,2.0,6.0,23.0,42.0,13.0,70.0,5.0,2.0,40.0,3.0,60.0,41.0,177.0,98.0,3.0,2.0,0.0,8.0,8.0,49.0,16.0,0.0,0.0,0.0,4.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,10.0,6.0,8.0,42.9
336,1237,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18-179,2006.0,2.0,0.0,13.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,71.4,72.0,21.0,4.0,4.0,100.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,6.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,11.0,1.0,4.0,2.0,5.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,36.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
337,1729,Caleb Okoli,it ITA,DF,Leicester City,eng Premier League,23-181,2001.0,13.0,9.0,800.0,8.9,0.0,3.0,1.0,33.3,0.34,0.11,0.0,0.0,16.4,0.0,0.0,0.0,0.1,0.1,0.05,-0.1,-0.1,404.0,469.0,86.1,6996.0,2917.0,184.0,201.0,91.5,184.0,203.0,90.6,30.0,53.0,56.6,0.0,0.0,0.1,0.0,0.0,14.0,0.0,0.0,24.0,469.0,433.0,36.0,16.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,404.0,0.0,5.0,2.0,0.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,7.0,12.0,2.0,10.0,13.0,76.9,3.0,19.0,12.0,7.0,11.0,32.0,58.0,1.0,587.0,117.0,327.0,242.0,21.0,7.0,587.0,0.0,0.0,0.0,0.0,0.0,335.0,1631.0,750.0,3.0,1.0,0.0,7.0,0.0,346.0,2.0,2.0,0.0,0.0,8.0,7.0,0.0,1.0,11.0,12.0,0.0,0.0,0.0,36.0,15.0,19.0,44.1
338,2450,Caleb Wiley,us USA,"DF,MF",Strasbourg,fr Ligue 1,20-019,2004.0,6.0,3.0,266.0,3.0,0.0,1.0,0.0,0.0,0.34,0.0,0.0,0.0,27.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,97.0,123.0,78.9,1476.0,602.0,56.0,65.0,86.2,32.0,37.0,86.5,5.0,11.0,45.5,1.0,0.7,0.3,0.3,2.0,2.0,3.0,2.0,7.0,123.0,100.0,22.0,2.0,1.0,2.0,7.0,20.0,0.0,0.0,0.0,0.0,97.0,1.0,4.0,4.0,1.35,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,4.0,5.0,5.0,0.0,149.0,7.0,56.0,59.0,35.0,4.0,149.0,1.0,0.0,0.0,1.0,100.0,70.0,337.0,144.0,3.0,2.0,0.0,7.0,4.0,90.0,9.0,1.0,0.0,0.0,2.0,2.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,0.0
339,1038,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,24-064,2000.0,18.0,16.0,1406.0,15.6,2.0,24.0,8.0,33.3,1.54,0.51,0.08,0.25,18.2,0.0,0.0,0.0,1.7,1.7,0.07,0.3,0.3,452.0,548.0,82.5,6358.0,1257.0,282.0,306.0,92.2,126.0,154.0,81.8,25.0,52.0,48.1,2.0,2.0,1.8,0.0,33.0,15.0,17.0,4.0,45.0,548.0,531.0,15.0,1.0,2.0,2.0,49.0,3.0,4.0,3.0,1.0,0.0,452.0,2.0,12.0,69.0,4.42,52.0,3.0,8.0,3.0,3.0,0.0,8.0,0.51,5.0,0.0,1.0,0.0,2.0,0.0,15.0,10.0,5.0,6.0,4.0,7.0,11.0,63.6,4.0,5.0,0.0,5.0,10.0,25.0,4.0,1.0,669.0,8.0,65.0,211.0,407.0,49.0,669.0,44.0,25.0,56.8,13.0,29.5,426.0,3506.0,2280.0,85.0,41.0,29.0,30.0,19.0,518.0,128.0,1.0,0.0,0.0,7.0,13.0,6.0,49.0,10.0,10.0,1.0,0.0,0.0,51.0,0.0,10.0,0.0
340,2455,Callum Wilson,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,32-318,1992.0,4.0,0.0,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,75.0,63.0,0.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1.48,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,0.0,10.0,5.0,3.0,15.0,2.0,0.0,0.0,1.0,50.0,12.0,42.0,7.0,0.0,0.0,0.0,1.0,5.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0
341,223,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-010,1999.0,19.0,19.0,1710.0,19.0,0.0,8.0,3.0,37.5,0.42,0.16,0.0,0.0,19.3,0.0,0.0,0.0,0.4,0.4,0.05,-0.4,-0.4,1076.0,1199.0,89.7,19110.0,6694.0,468.0,494.0,94.7,499.0,530.0,94.2,93.0,143.0,65.0,0.0,0.1,0.2,-0.1,2.0,77.0,0.0,0.0,60.0,1199.0,1117.0,81.0,30.0,0.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,1076.0,1.0,8.0,11.0,0.58,8.0,1.0,2.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,26.0,16.0,17.0,9.0,0.0,11.0,15.0,73.3,4.0,29.0,13.0,16.0,12.0,38.0,60.0,4.0,1365.0,202.0,694.0,610.0,73.0,9.0,1365.0,17.0,7.0,41.2,5.0,29.4,868.0,3980.0,2108.0,14.0,10.0,2.0,17.0,5.0,952.0,11.0,5.0,0.0,0.0,13.0,19.0,2.0,3.0,12.0,16.0,0.0,0.0,0.0,89.0,17.0,22.0,43.6
342,123,Cameron Archer,eng ENG,FW,Southampton,eng Premier League,23-173,2001.0,19.0,9.0,959.0,10.7,2.0,21.0,6.0,28.6,1.97,0.56,0.1,0.33,12.4,0.0,0.0,1.0,4.4,3.6,0.17,-2.4,-1.6,125.0,153.0,81.7,1658.0,254.0,79.0,91.0,86.8,35.0,40.0,87.5,4.0,6.0,66.7,0.0,0.2,0.4,-0.2,1.0,5.0,6.0,0.0,10.0,153.0,141.0,12.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,4.0,11.0,1.04,5.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,4.0,2.0,2.0,1.0,5.0,20.0,4.0,5.0,1.0,4.0,2.0,10.0,5.0,0.0,247.0,10.0,41.0,109.0,100.0,39.0,246.0,21.0,8.0,38.1,12.0,57.1,135.0,701.0,328.0,13.0,4.0,10.0,25.0,15.0,169.0,43.0,0.0,0.0,0.0,8.0,10.0,5.0,3.0,2.0,5.0,0.0,0.0,0.0,22.0,7.0,17.0,29.2
343,356,Cameron Burgess,au AUS,DF,Ipswich Town,eng Premier League,29-081,1995.0,9.0,9.0,810.0,9.0,0.0,8.0,1.0,12.5,0.89,0.11,0.0,0.0,9.8,0.0,0.0,0.0,0.6,0.6,0.07,-0.6,-0.6,364.0,452.0,80.5,6224.0,2827.0,161.0,177.0,91.0,168.0,197.0,85.3,29.0,65.0,44.6,1.0,0.3,0.2,0.7,3.0,22.0,2.0,0.0,25.0,452.0,415.0,33.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.0,4.0,2.0,5.0,0.56,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.22,2.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,2.0,0.0,3.0,3.0,100.0,0.0,11.0,9.0,2.0,6.0,13.0,61.0,1.0,560.0,123.0,322.0,204.0,34.0,18.0,560.0,0.0,0.0,0.0,0.0,0.0,272.0,1290.0,698.0,2.0,3.0,0.0,2.0,0.0,333.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,6.0,5.0,0.0,0.0,0.0,28.0,29.0,14.0,67.4
344,2352,Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,de Bundesliga,19-060,2005.0,9.0,1.0,243.0,2.7,2.0,9.0,4.0,44.4,3.33,1.48,0.22,0.5,13.5,0.0,0.0,0.0,1.4,1.4,0.15,0.6,0.6,83.0,107.0,77.6,1399.0,463.0,38.0,45.0,84.4,35.0,39.0,89.7,8.0,15.0,53.3,1.0,0.3,0.5,0.7,5.0,9.0,7.0,4.0,15.0,107.0,104.0,3.0,0.0,1.0,0.0,9.0,0.0,3.0,0.0,1.0,0.0,83.0,0.0,4.0,11.0,4.06,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,2.0,2.0,4.0,6.0,66.7,2.0,5.0,0.0,5.0,0.0,5.0,1.0,0.0,137.0,2.0,12.0,65.0,60.0,13.0,137.0,4.0,1.0,25.0,3.0,75.0,87.0,396.0,128.0,4.0,3.0,1.0,4.0,8.0,110.0,13.0,0.0,0.0,0.0,4.0,4.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,1.0,75.0
345,1109,Carl Johansson,se SWE,DF,Holstein Kiel,de Bundesliga,30-232,1994.0,5.0,4.0,365.0,4.1,0.0,1.0,1.0,100.0,0.25,0.25,0.0,0.0,10.8,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,194.0,223.0,87.0,3402.0,1167.0,80.0,86.0,93.0,100.0,113.0,88.5,13.0,19.0,68.4,0.0,0.3,0.1,-0.3,4.0,2.0,2.0,0.0,8.0,223.0,209.0,13.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,194.0,1.0,0.0,5.0,1.23,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,3.0,6.0,50.0,3.0,7.0,6.0,1.0,6.0,10.0,25.0,1.0,273.0,60.0,183.0,82.0,12.0,10.0,273.0,0.0,0.0,0.0,0.0,0.0,107.0,323.0,117.0,0.0,0.0,0.0,2.0,0.0,155.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,2.0,0.0,1.0,0.0,14.0,18.0,13.0,58.1
346,2204,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,29-223,1995.0,17.0,15.0,1366.0,15.2,1.0,4.0,1.0,25.0,0.26,0.07,0.25,1.0,12.9,0.0,0.0,0.0,0.3,0.3,0.08,0.7,0.7,872.0,932.0,93.6,15617.0,5539.0,323.0,335.0,96.4,495.0,522.0,94.8,47.0,60.0,78.3,0.0,0.1,0.1,-0.1,4.0,21.0,1.0,0.0,32.0,932.0,916.0,16.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0,0.0,2.0,10.0,0.66,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,13.0,6.0,1.0,8.0,12.0,66.7,4.0,21.0,14.0,7.0,23.0,43.0,79.0,1.0,1091.0,169.0,589.0,488.0,19.0,9.0,1091.0,0.0,0.0,0.0,0.0,0.0,659.0,2694.0,1345.0,2.0,2.0,1.0,7.0,0.0,754.0,1.0,4.0,0.0,0.0,10.0,6.0,0.0,0.0,23.0,10.0,0.0,0.0,0.0,46.0,32.0,26.0,55.2
